zao,zhong,wan,times,label
4.55,14.2,6.58,17,0
5.75,15.0,7.74,18,0
5.1,9.58,10.47,14,0
4.7,7.75,14.5,14,0
3.17,7.5,8.2,17,0
4.17,12.5,8.28,16,0
4.08,10.0,11.1,17,0
7.95,10.2,8.64,18,0
2.88,13.08,3.75,14,0
7.25,13.1,7.8,15,0
7.2,13.4,7.61,17,0
4.7,10.4,9.37,15,0
7.1,11.38,5.57,16,0
4.2,12.06,10.16,12,0
3.5,10.68,8.29,15,0
7.14,4.9,11.62,17,0
5.0,10.88,14.36,14,0
6.9,9.28,12.88,16,0
5.67,10.66,8.97,12,0
5.6,8.95,12.0,15,0
5.2,13.6,12.42,16,0
3.1,11.33,7.25,13,0
4.12,8.86,10.82,16,0
3.88,7.63,6.69,16,1
4.75,8.96,5.5,13,0
3.67,11.45,6.55,14,0
3.9,9.96,10.53,14,0
4.5,4.5,10.97,7,0
6.0,16.35,10.2,13,0
4.6,11.24,15.66,17,0
3.33,11.88,11.59,19,0
2.0,16.94,10.82,11,0
4.33,10.2,11.04,11,0
4.3,11.2,8.65,14,0
7.67,10.0,9.75,9,0
6.2,13.78,13.5,14,0
4.75,15.02,12.5,11,0
6.5,14.69,14.73,12,0
7.8,10.95,10.67,12,0
2.83,13.33,14.38,15,0
0.0,16.97,11.45,10,0
8.38,13.27,14.73,10,0
1.75,19.52,8.25,9,0
4.33,7.17,16.2,11,0
4.37,3.0,11.38,8,0
0.0,8.5,8.18,7,0
7.0,10.5,9.4,8,0
4.12,6.77,12.83,8,0
3.5,13.0,8.5,8,0
8.12,14.0,9.25,7,0
10.83,12.27,6.3,7,0
12.0,15.58,13.0,9,0
5.0,12.0,12.73,7,0
20.4,12.67,15.0,8,0
13.72,13.5,9.04,12,0
5.75,18.5,12.88,14,0
22.35,22.4,10.33,10,0
8.65,13.26,16.05,12,0
7.88,24.6,15.9,13,0
4.38,15.6,14.75,13,0
0.0,14.91,8.0,11,0
6.0,14.59,10.28,12,0
4.0,7.75,11.21,15,0
6.3,8.5,8.93,14,0
4.92,11.58,7.6,18,0
10.15,13.12,11.32,11,0
3.83,16.8,11.27,14,0
3.75,14.63,12.42,16,0
4.1,15.83,10.64,18,0
4.17,14.02,8.68,13,0
5.5,11.83,13.84,9,0
6.25,17.13,10.0,13,0
6.83,14.12,10.62,12,0
7.5,15.25,11.64,12,0
6.67,14.5,14.45,12,0
8.75,12.82,9.5,10,0
6.75,12.12,13.0,12,0
5.5,11.67,13.1,12,0
0.0,12.83,10.73,10,0
0.0,12.07,9.62,11,0
14.5,9.5,9.4,10,0
8.7,22.0,11.32,8,0
12.88,0.0,11.2,9,0
0.0,11.9,10.21,12,0
7.0,13.33,10.17,10,0
0.0,15.58,6.25,8,0
10.5,15.4,10.0,8,0
2.5,23.26,24.5,8,0
5.2,21.1,28.27,9,0
6.42,10.72,9.33,14,0
4.14,9.83,13.3,16,0
4.9,10.25,9.38,13,0
5.92,10.2,6.62,13,0
4.74,10.5,8.88,12,0
4.75,10.4,7.58,15,0
4.8,9.0,9.92,16,0
4.78,11.17,7.14,15,0
4.98,12.22,10.36,14,0
5.28,7.33,7.88,12,0
4.47,10.75,13.1,13,0
3.72,9.25,7.62,16,0
4.58,10.5,7.36,18,0
4.82,9.0,7.45,14,0
4.38,11.08,8.8,14,0
6.28,9.6,9.48,15,0
4.0,9.88,8.07,15,0
4.44,11.33,7.5,14,0
4.1,11.0,8.29,16,0
3.8,10.33,8.75,15,0
6.0,11.7,10.83,11,0
4.0,11.0,8.33,13,0
4.1,10.5,8.3,14,0
5.0,11.5,9.0,15,0
4.0,12.9,7.44,11,0
3.7,10.6,7.83,11,0
3.2,11.7,10.0,12,0
4.88,9.5,7.75,10,0
7.38,9.6,8.92,16,0
4.55,11.07,11.0,16,0
4.86,10.45,10.58,16,0
4.34,9.33,10.3,13,0
5.65,10.0,9.62,13,0
4.0,14.5,7.83,12,0
4.33,12.4,7.33,11,0
3.86,11.4,10.0,11,0
4.23,10.5,10.17,15,0
4.9,12.67,18.35,12,0
4.17,11.42,11.2,15,0
22.0,10.0,11.2,9,0
5.6,9.38,8.8,14,0
6.57,10.33,7.75,16,0
6.67,10.83,9.33,12,0
5.8,11.0,11.17,12,0
4.4,11.0,9.75,14,0
4.0,10.42,10.25,12,0
4.93,9.75,13.1,10,0
3.15,10.75,8.6,13,0
4.15,13.62,15.93,11,0
5.0,10.0,6.7,7,0
2.57,16.1,13.25,14,0
3.5,8.67,10.4,11,0
3.62,10.1,13.4,14,0
3.72,10.06,11.33,16,0
3.37,10.08,11.0,14,0
3.9,8.05,10.25,14,0
3.7,10.2,9.83,14,0
3.35,9.78,17.23,12,0
4.06,9.47,11.5,17,0
3.72,11.2,12.09,14,0
4.14,11.25,11.47,16,0
4.07,9.86,12.8,19,0
4.53,12.0,12.0,14,0
3.81,9.65,9.63,19,0
3.77,11.13,10.53,20,0
4.09,13.5,12.69,19,0
4.1,11.07,10.81,21,0
3.44,12.32,11.9,14,0
3.34,12.8,10.1,15,0
3.11,9.75,10.36,18,0
3.8,13.0,10.88,19,0
3.33,12.07,11.54,20,0
3.57,10.57,12.83,20,0
3.62,11.67,11.83,18,0
4.21,10.86,11.42,19,0
4.12,9.17,8.5,12,0
4.07,10.58,9.93,20,0
4.21,9.67,17.2,18,0
3.96,13.8,10.5,17,0
3.79,14.25,9.82,18,0
3.64,9.26,10.32,18,0
3.83,12.11,10.25,17,0
4.75,10.1,9.77,11,0
0.0,9.82,10.4,11,0
4.17,9.95,9.56,14,0
3.75,9.71,10.45,18,0
4.9,12.14,12.25,16,0
4.74,10.0,13.12,20,0
4.67,11.33,16.43,19,0
4.38,23.8,15.16,14,0
4.4,17.92,12.8,16,0
4.86,13.58,12.07,17,0
3.8,17.5,11.45,15,0
0.0,14.75,13.5,11,0
12.5,16.83,11.55,13,0
0.0,11.99,11.32,13,0
0.0,19.58,12.52,10,0
0.0,20.08,16.92,12,0
0.0,14.71,12.12,11,0
0.0,16.43,10.47,13,0
0.0,15.83,11.52,12,0
0.0,20.29,11.0,11,0
3.87,14.33,11.78,15,0
4.36,11.0,11.51,19,0
3.62,15.54,11.14,18,0
3.75,16.5,12.08,13,0
4.2,21.9,13.51,15,0
4.0,14.38,12.04,12,0
4.5,27.25,14.48,10,0
5.0,17.48,17.16,10,0
3.25,11.25,29.43,9,0
4.83,7.12,8.57,19,0
6.38,9.67,9.38,11,0
5.63,8.92,7.33,12,0
4.48,6.5,7.0,11,0
5.75,8.1,6.33,17,0
6.45,7.79,10.0,11,0
5.42,10.32,4.33,13,0
4.63,13.5,4.5,9,0
3.92,7.0,9.68,14,0
5.25,15.0,7.54,9,0
4.36,11.33,12.75,10,0
6.64,6.0,6.25,10,0
5.42,9.67,7.5,11,0
6.29,9.25,10.0,12,0
7.14,8.08,6.33,16,0
5.39,9.33,7.5,16,0
4.5,8.33,4.75,11,0
4.67,14.75,7.0,9,0
5.38,7.85,6.75,12,0
4.0,0.0,7.44,10,1
5.89,12.6,11.7,18,0
4.6,7.5,6.38,11,0
5.02,12.25,5.7,13,0
4.3,8.87,7.5,10,0
3.92,9.48,8.5,12,0
7.51,2.5,6.0,9,0
7.65,11.17,6.1,12,0
8.44,9.4,7.0,13,0
6.28,12.5,9.12,12,0
6.54,13.4,10.12,14,0
5.0,11.88,8.62,16,0
7.08,11.43,15.5,16,0
0.0,11.5,18.5,7,0
2.0,9.35,10.93,9,0
5.38,10.6,7.5,12,0
6.9,15.02,14.12,11,0
4.28,12.08,8.3,15,0
4.92,13.08,11.17,14,0
5.5,14.88,12.27,10,0
6.0,10.9,12.52,11,0
7.0,11.05,11.0,12,0
9.53,12.25,7.08,12,0
4.5,10.88,11.5,10,0
5.62,10.21,16.1,14,0
4.9,10.2,12.06,19,0
3.77,12.5,10.2,14,0
5.83,12.54,11.14,15,0
4.5,13.97,11.43,12,0
5.0,14.26,11.0,11,0
6.0,13.66,10.92,15,0
5.5,12.15,13.37,11,0
6.0,16.6,11.5,8,0
6.0,11.76,11.16,13,0
4.5,11.75,11.57,9,0
3.5,13.07,13.7,9,0
5.0,12.4,14.0,10,0
6.45,10.5,13.2,14,0
3.69,13.05,11.46,18,0
4.15,12.98,10.74,19,0
4.73,9.89,6.95,15,0
10.65,9.32,7.38,11,0
4.77,8.44,8.86,18,0
4.62,9.77,7.38,17,0
4.5,13.66,5.7,12,0
7.81,10.7,9.96,16,0
4.4,12.02,7.9,17,0
8.22,12.03,11.77,16,0
4.8,12.57,8.8,13,0
4.62,11.95,9.27,14,0
5.67,10.5,9.44,12,0
6.21,12.4,11.23,20,0
4.72,10.5,10.78,19,0
5.5,15.98,6.0,10,0
5.38,10.45,9.45,14,0
6.75,13.37,10.93,11,0
5.5,8.87,12.18,12,0
5.0,11.21,8.5,18,0
5.0,11.92,12.12,12,0
6.8,14.25,13.0,17,0
16.4,17.3,18.45,11,0
12.33,21.4,11.62,11,0
0.0,17.78,10.57,12,0
4.5,13.99,12.47,14,0
14.93,13.65,11.78,11,0
7.33,13.52,16.07,13,0
13.25,12.47,14.82,13,0
12.65,14.0,11.68,13,0
7.8,32.67,35.4,11,0
9.53,4.75,2.0,8,0
5.83,5.75,3.5,10,0
11.0,8.67,4.5,9,0
4.1,4.83,0.0,8,1
3.5,8.8,0.0,7,0
6.15,7.16,3.67,10,0
6.32,5.4,9.0,8,0
5.6,7.83,1.5,8,0
7.36,1.6,0.0,8,0
5.02,2.5,0.0,7,0
6.83,0.0,12.0,7,0
5.83,3.0,0.0,8,0
6.71,0.0,0.0,7,0
10.0,9.0,11.5,7,0
9.75,9.5,10.0,8,0
7.55,5.85,1.7,9,0
12.58,11.33,0.0,9,0
8.71,0.0,0.0,7,0
6.86,0.0,0.0,7,0
6.64,1.7,0.0,8,0
7.39,0.0,6.1,9,0
8.51,11.9,0.0,11,0
8.87,13.0,0.0,8,0
8.5,9.0,10.73,9,0
7.7,10.33,0.0,8,0
8.5,13.87,19.0,8,0
9.93,11.66,6.0,10,0
6.33,14.0,0.0,7,0
7.54,10.75,4.1,10,0
9.58,8.0,0.0,7,0
8.37,16.2,0.0,8,0
9.7,3.0,12.5,8,0
8.01,12.15,1.9,10,0
11.23,6.0,0.0,8,0
7.08,0.0,3.7,8,0
6.26,0.0,0.0,7,0
7.96,12.0,12.5,8,0
9.15,12.53,0.0,8,0
10.0,10.72,0.0,9,0
10.0,22.25,0.0,8,0
6.53,11.0,0.0,8,0
6.65,4.38,15.5,10,0
5.39,19.73,0.0,7,0
6.17,7.45,18.0,8,0
13.67,2.33,9.0,9,0
3.88,9.4,4.0,11,0
5.0,13.0,3.75,9,0
4.9,11.2,8.2,13,0
4.0,14.3,5.5,9,0
4.0,10.0,4.0,14,0
4.53,14.38,9.25,10,0
4.3,13.5,3.8,10,0
5.25,9.5,6.37,11,0
4.75,6.4,6.55,10,0
5.12,9.25,6.83,12,0
5.62,14.2,5.83,12,0
3.17,10.0,9.27,11,0
4.8,10.5,6.0,10,0
3.88,8.72,5.5,13,1
5.75,12.13,4.75,12,0
4.07,10.17,5.25,8,0
4.8,9.4,0.0,7,0
5.7,8.93,14.65,10,0
4.6,12.0,8.5,9,0
4.85,10.5,4.5,10,0
3.1,11.46,8.25,9,0
5.4,13.53,9.5,11,0
8.62,12.3,10.33,10,0
6.5,12.32,11.7,8,0
6.2,10.12,8.0,10,0
4.17,15.85,12.5,11,0
6.5,11.97,0.0,9,0
6.75,15.3,6.0,11,0
6.6,13.88,4.5,10,0
9.67,18.25,7.25,9,0
7.0,16.29,0.0,8,0
4.88,11.17,8.57,11,0
5.75,13.05,5.72,12,0
3.75,10.33,6.88,16,0
7.25,12.05,4.43,13,0
6.25,16.27,0.0,8,0
4.5,11.75,4.75,14,0
4.25,8.33,0.0,8,0
3.75,13.17,14.0,11,0
4.17,17.16,17.0,9,0
4.75,12.33,6.0,9,0
4.17,13.25,9.0,10,0
4.5,12.93,5.0,9,0
3.75,13.62,8.9,9,0
9.48,15.63,13.88,16,0
10.97,16.28,11.2,14,0
5.9,13.27,13.59,18,0
9.58,13.23,18.5,15,0
6.8,19.55,13.07,15,0
10.38,18.12,17.7,13,0
13.47,13.77,13.45,14,0
8.0,17.32,8.7,14,0
7.55,14.68,12.44,17,0
7.21,12.86,12.85,20,0
6.93,14.69,8.34,21,0
8.0,10.42,12.72,18,0
7.8,15.32,10.6,15,0
8.17,12.07,7.38,17,0
10.93,11.5,7.5,17,0
8.08,11.6,8.5,14,0
6.17,17.22,6.0,14,0
6.86,15.32,6.5,13,0
6.9,13.58,10.0,13,0
6.9,19.62,9.5,12,0
16.5,19.66,15.4,11,0
7.5,11.33,9.5,12,0
0.0,21.8,6.5,10,0
0.0,13.0,10.9,10,0
4.58,9.0,0.0,7,0
3.75,17.8,0.0,7,0
4.7,12.5,21.5,9,0
5.2,7.5,9.75,8,0
7.17,12.1,11.5,7,0
6.5,15.54,2.5,8,0
7.5,10.43,5.0,7,0
12.0,9.35,9.0,8,0
3.5,17.5,10.38,9,0
4.33,8.42,8.0,10,0
9.15,14.76,12.9,10,0
4.28,8.12,8.3,11,0
2.0,12.25,7.54,13,0
3.85,7.8,8.64,12,0
6.33,8.25,9.57,10,0
5.55,14.25,4.1,9,0
2.5,12.0,9.1,7,0
5.0,5.0,6.88,7,0
7.5,7.0,4.75,7,0
4.4,8.0,8.0,10,0
2.0,15.11,12.33,10,0
7.6,8.5,11.0,9,0
9.1,11.0,6.65,10,0
7.0,0.0,8.2,11,0
10.92,10.0,6.92,11,0
2.5,9.62,9.87,10,0
0.0,13.95,15.5,9,0
13.0,13.04,11.83,9,0
6.5,13.07,11.8,9,0
14.0,11.75,12.75,10,0
11.0,13.62,13.7,10,0
9.03,18.34,13.87,12,0
10.15,13.0,10.84,10,0
3.5,17.62,6.56,12,0
0.0,13.02,7.93,9,0
2.5,10.46,9.79,11,0
3.15,12.16,10.56,11,0
0.0,15.18,12.3,11,0
18.0,13.92,13.35,11,0
12.82,16.5,11.47,10,0
13.85,13.5,8.0,7,0
14.0,17.8,12.48,9,0
3.0,13.07,0.0,8,0
15.95,14.02,11.0,9,0
11.0,16.74,10.0,11,0
13.25,13.44,16.18,12,0
10.67,17.0,12.6,9,0
14.5,12.03,4.75,8,0
6.5,18.46,14.0,10,0
3.0,17.5,8.17,9,0
7.0,15.58,9.86,12,0
9.0,17.5,14.17,9,0
4.25,13.63,14.6,15,0
2.5,14.86,13.48,16,0
3.0,10.36,10.75,9,0
0.0,9.21,6.5,9,0
3.0,11.33,17.9,8,0
4.75,19.83,0.0,7,0
14.0,12.42,0.0,7,0
5.0,11.61,0.0,8,0
0.0,10.7,9.75,7,0
3.0,11.64,8.75,10,0
3.33,11.1,11.17,11,0
3.83,11.0,6.2,17,0
3.8,12.14,7.0,13,0
5.83,13.8,7.0,13,0
16.1,17.2,11.12,11,0
11.82,11.5,14.0,10,0
4.7,11.33,7.0,11,0
17.9,11.83,0.0,7,0
0.0,9.58,5.0,8,1
0.0,26.0,9.14,8,0
0.0,9.85,12.65,7,0
3.0,11.42,3.5,8,0
5.5,10.09,7.3,8,0
3.1,9.77,4.0,7,0
5.6,9.25,5.02,8,0
4.27,8.0,4.5,10,0
4.63,12.0,0.0,8,0
2.61,0.0,13.0,8,0
3.15,0.0,7.5,7,0
4.86,12.0,10.45,10,0
4.17,12.0,6.9,8,0
2.93,10.0,1.8,9,1
4.4,11.0,10.8,10,0
5.73,13.5,12.0,9,0
4.43,0.0,7.5,8,0
3.9,11.0,0.0,9,0
3.42,12.0,0.0,8,0
4.0,11.0,0.0,7,0
4.29,0.0,0.0,7,0
3.75,12.9,6.65,10,0
4.33,11.56,5.8,14,0
3.5,9.97,5.12,13,0
3.71,12.83,5.0,12,0
3.92,9.1,0.0,8,0
4.93,9.0,7.4,9,0
6.4,13.75,7.4,8,0
4.86,11.0,0.0,9,0
2.9,13.0,8.25,9,0
7.5,0.0,6.43,7,0
6.07,21.0,9.5,10,0
6.0,7.75,6.0,8,0
5.3,9.33,0.0,8,0
5.83,10.29,9.92,19,0
7.25,11.43,10.11,20,0
5.42,11.9,8.97,18,0
5.5,11.33,9.33,18,0
6.92,10.51,10.54,20,0
5.6,13.28,9.5,18,0
7.73,13.21,9.94,21,0
10.47,11.3,11.28,14,0
6.0,11.47,10.74,15,0
3.6,12.66,10.33,17,0
2.0,12.73,11.43,18,0
1.0,16.63,11.66,17,0
3.64,15.5,11.61,21,0
3.4,16.67,9.83,14,0
4.5,6.83,10.38,13,0
3.67,12.25,8.46,18,0
2.88,11.13,8.52,15,0
0.0,0.0,9.66,7,0
0.0,0.0,9.26,7,0
3.4,13.8,7.56,11,0
2.4,6.0,9.68,11,1
2.0,11.9,11.6,14,0
0.0,13.6,5.5,10,0
0.0,10.0,6.25,11,0
6.0,11.17,0.0,7,0
2.93,8.4,10.32,9,0
2.5,7.67,9.0,8,0
0.0,15.65,12.46,9,0
21.0,13.88,14.3,10,0
2.6,14.1,12.62,11,0
3.93,5.25,4.83,14,1
4.75,6.5,5.9,7,0
4.5,8.12,7.5,7,0
3.03,6.5,4.17,11,1
0.0,7.86,7.0,9,1
6.5,3.0,9.5,7,0
3.7,8.75,8.75,7,0
3.1,8.25,7.5,7,0
6.55,10.17,14.0,7,0
3.1,10.02,9.26,13,0
3.7,7.67,10.12,14,0
3.73,7.21,7.14,17,1
3.42,11.5,6.12,17,0
3.48,10.21,8.93,19,0
4.46,8.75,12.04,18,0
3.1,10.63,8.83,14,0
3.48,8.93,8.5,19,0
4.05,8.79,10.07,18,0
4.17,10.86,8.79,18,0
3.1,11.36,8.25,13,0
3.1,10.1,9.08,12,0
3.43,9.0,8.9,14,0
6.36,12.5,0.0,9,0
5.5,9.38,8.67,8,0
9.0,10.0,10.92,13,0
3.1,11.86,11.5,9,0
3.23,9.0,10.67,11,0
3.35,9.12,12.75,10,0
0.0,12.78,10.0,10,0
6.4,10.92,20.67,10,0
5.66,15.95,0.0,7,0
5.52,7.0,2.0,9,0
1.5,20.08,0.0,7,0
0.0,20.56,5.0,7,0
6.25,13.95,6.75,8,0
6.6,11.7,3.35,8,0
5.2,13.38,3.82,12,0
5.25,11.67,7.33,8,0
6.97,14.27,9.65,9,0
5.28,10.5,3.85,10,0
5.07,11.17,11.9,12,0
6.1,15.1,16.07,8,0
6.33,11.5,12.39,16,0
12.67,12.07,15.3,17,0
8.25,12.36,10.29,20,0
8.0,17.5,11.45,11,0
4.5,15.76,17.5,12,0
7.75,10.25,20.63,12,0
5.5,10.46,8.85,13,0
4.0,10.29,8.75,12,0
4.17,11.5,8.7,13,0
3.12,11.33,16.92,16,0
5.08,10.72,13.76,16,0
3.02,13.26,13.6,15,0
5.33,18.22,17.97,15,0
4.9,13.93,19.75,15,0
5.5,23.88,15.92,18,0
5.8,14.21,15.87,18,0
4.5,14.84,5.4,12,0
4.75,11.34,9.21,20,0
4.4,10.1,11.81,18,0
6.07,9.57,6.38,12,0
9.3,10.25,13.0,7,0
5.7,8.0,5.91,11,0
3.42,8.75,10.0,7,0
4.36,16.5,7.5,7,0
6.44,9.0,14.8,8,0
5.39,11.0,9.5,11,0
9.9,9.0,0.0,7,0
3.05,12.86,0.0,11,0
7.3,13.88,11.1,11,0
5.4,15.5,10.0,8,0
4.81,7.0,11.25,11,0
6.42,7.33,14.0,9,0
7.17,18.5,10.75,9,0
6.35,12.0,6.17,8,0
4.33,8.67,11.08,12,0
2.5,11.5,10.0,9,0
5.14,8.0,8.58,12,0
4.04,19.0,10.0,9,0
5.7,10.0,10.0,11,0
4.42,13.33,9.0,12,0
4.5,14.67,12.83,13,0
4.0,20.0,7.13,15,0
3.9,10.6,11.57,17,0
6.43,12.55,15.2,18,0
5.83,11.5,9.75,12,0
6.86,19.73,11.52,16,0
8.67,29.15,12.75,12,0
7.75,17.4,11.75,15,0
6.43,12.03,12.96,15,0
6.2,13.72,11.65,12,0
5.36,10.28,9.0,14,0
7.83,10.1,10.45,15,0
6.33,9.0,10.5,10,0
7.4,9.7,8.9,11,0
5.83,9.6,8.0,10,0
5.6,15.33,17.75,10,0
7.67,11.5,11.0,13,0
8.21,11.13,10.96,18,0
6.64,11.53,18.56,19,0
7.83,21.88,17.1,17,0
6.83,18.25,19.48,16,0
7.6,16.67,12.32,12,0
7.58,12.46,16.2,16,0
7.96,10.75,13.0,13,0
7.71,12.2,11.33,15,0
15.26,16.35,9.63,14,0
6.92,9.75,17.44,17,0
8.5,17.06,17.88,17,0
5.92,14.12,15.0,12,0
5.93,16.81,5.17,16,0
6.21,14.0,9.3,17,0
6.3,10.52,13.12,16,0
5.92,0.0,9.25,8,0
4.79,13.25,8.33,12,0
6.43,12.75,0.0,9,0
6.36,8.88,13.24,18,0
5.5,13.05,7.65,14,0
7.0,12.2,8.75,14,0
7.25,12.98,11.66,17,0
6.25,11.95,18.55,10,0
5.83,14.76,9.0,12,0
6.0,12.25,11.17,11,0
5.75,12.15,12.67,11,0
5.86,10.6,8.67,13,0
7.12,9.16,10.0,10,0
8.62,11.64,10.5,12,0
7.67,14.11,0.0,13,0
10.0,12.07,13.0,13,0
10.62,10.7,7.0,10,0
7.25,10.9,14.0,10,0
6.33,12.5,0.0,8,0
9.25,10.1,11.12,13,0
0.0,10.5,14.92,8,0
6.5,10.26,8.0,9,0
9.8,11.84,9.1,10,0
6.0,12.82,8.47,13,0
11.0,18.67,16.33,10,0
9.5,19.36,8.5,8,0
0.0,12.7,21.47,8,0
9.0,13.8,7.67,9,0
2.0,8.32,10.5,8,0
9.5,14.2,14.83,10,0
0.0,13.3,11.0,7,0
0.0,14.0,15.4,9,0
10.12,12.4,12.25,11,0
5.0,11.63,0.0,9,0
7.0,15.0,17.25,9,0
10.7,14.88,12.0,8,0
9.5,15.72,0.0,8,0
19.4,17.3,10.5,7,0
13.5,15.22,0.0,8,0
0.0,16.3,28.73,9,0
9.62,23.35,15.25,8,0
9.87,16.5,18.6,12,0
9.2,18.16,12.47,12,0
6.1,18.94,4.7,10,0
7.7,17.8,3.7,7,0
9.5,16.62,0.0,8,0
12.5,16.53,12.73,10,0
0.0,13.8,0.0,7,0
20.6,18.74,32.3,8,0
26.9,22.27,12.93,11,0
18.0,19.52,25.0,8,0
0.0,18.05,11.0,8,0
0.0,20.04,18.93,8,0
0.0,17.08,10.0,9,0
0.0,15.41,0.0,7,0
0.0,17.48,15.27,9,0
11.05,13.64,14.1,10,0
25.7,17.2,17.63,10,0
0.0,19.08,12.87,9,0
20.2,18.67,15.3,11,0
4.0,17.93,10.36,13,0
0.0,15.5,13.4,12,0
17.0,13.16,20.05,10,0
14.45,14.62,21.73,10,0
10.0,19.3,19.89,15,0
0.0,19.53,12.84,12,0
1.8,17.19,15.53,12,0
5.0,18.43,21.25,13,0
27.0,15.75,17.82,13,0
0.0,17.22,10.68,10,0
0.0,17.5,0.0,7,0
0.0,20.9,12.25,9,0
0.0,16.5,25.0,7,0
0.0,19.93,14.0,8,0
5.0,14.05,0.0,7,0
15.0,15.51,0.0,8,0
0.0,15.31,20.0,8,0
7.5,9.56,11.2,9,0
11.25,17.77,13.2,14,0
7.5,12.4,16.25,9,0
0.0,14.95,16.31,11,0
13.0,16.8,18.87,13,0
5.0,16.85,16.31,14,0
0.0,17.97,17.73,13,0
20.83,29.0,21.79,11,0
9.25,27.1,19.83,13,0
6.33,8.87,6.17,9,0
6.38,14.25,12.1,13,0
4.23,13.36,13.5,10,0
6.0,8.5,10.08,8,0
4.5,5.75,6.67,9,0
3.5,15.4,9.56,10,0
0.0,10.7,8.88,9,0
4.0,9.97,10.48,12,0
2.0,9.86,9.98,14,0
0.0,10.61,9.83,13,0
6.5,8.58,9.62,11,0
1.5,10.4,5.5,8,1
0.0,10.42,13.9,7,0
0.0,9.79,8.25,11,0
0.0,10.0,12.62,7,0
6.5,11.58,11.67,10,0
0.0,10.13,8.2,10,0
2.67,8.93,2.0,11,1
5.62,12.55,12.12,12,0
0.0,8.95,6.0,9,0
0.0,8.86,0.0,7,0
0.0,9.02,7.17,9,0
4.5,7.92,8.0,8,0
0.0,11.93,8.0,8,0
0.0,11.81,13.42,13,0
3.5,10.0,8.73,17,0
0.0,9.65,11.11,10,0
4.5,11.89,8.0,10,0
5.0,10.0,7.83,11,0
3.5,14.62,8.0,9,0
6.0,13.82,8.5,7,0
3.83,10.5,7.5,10,0
8.4,10.96,12.83,13,0
14.5,13.04,9.67,9,0
8.5,8.12,9.73,8,0
7.5,12.1,9.25,10,0
3.75,11.97,8.47,11,0
3.75,12.58,10.42,14,0
0.0,14.87,7.88,10,0
0.0,21.16,9.79,10,0
21.3,23.12,11.38,9,0
0.0,42.07,9.0,7,0
4.72,6.33,0.0,11,1
7.25,8.64,7.54,16,0
5.5,10.75,9.07,13,0
3.12,6.17,8.5,13,0
0.0,6.67,5.4,7,0
3.0,11.88,8.3,9,0
3.75,9.0,7.69,9,0
3.0,7.75,19.4,10,0
1.78,8.83,10.4,15,0
3.3,11.01,6.85,17,0
5.0,9.7,9.93,10,0
3.27,7.64,7.3,19,1
4.34,7.55,8.0,16,0
0.0,8.5,6.75,13,1
0.0,9.26,7.62,11,0
4.03,14.03,11.58,15,0
3.33,12.52,11.24,21,0
3.93,9.68,11.73,20,0
4.18,14.16,11.3,16,0
5.86,11.34,11.92,18,0
4.77,10.42,12.48,18,0
4.5,14.29,9.12,19,0
5.39,11.99,10.6,19,0
4.75,12.3,11.98,15,0
4.62,10.25,10.46,14,0
5.0,11.95,11.64,13,0
0.0,14.4,18.0,12,0
15.7,14.62,19.36,12,0
0.0,13.5,15.75,10,0
5.83,10.0,24.25,8,0
6.89,8.0,0.0,8,0
3.88,7.83,5.38,12,1
4.54,9.25,4.33,12,0
4.9,8.26,8.75,10,0
5.17,8.88,5.97,13,0
4.33,9.03,7.72,14,0
7.0,8.7,5.62,11,0
5.53,7.25,7.6,10,0
3.67,7.17,4.65,9,1
6.3,6.33,5.67,10,0
3.56,11.56,3.0,10,0
3.2,8.88,0.0,9,1
4.0,9.5,5.5,12,0
8.18,7.8,8.5,10,0
3.46,11.25,8.22,15,0
0.0,9.14,0.0,7,0
6.07,8.2,6.0,10,0
4.12,11.3,5.8,14,0
3.5,9.0,8.35,8,0
2.86,12.5,4.75,11,0
3.0,13.33,6.33,8,0
3.25,21.67,7.55,11,0
2.6,11.83,7.75,10,0
2.2,10.5,7.67,8,0
3.75,14.88,7.42,10,0
2.74,14.88,12.15,13,0
3.5,9.0,5.83,11,0
2.83,13.78,8.73,14,0
2.25,9.84,7.6,12,0
2.0,14.33,7.5,10,0
5.0,27.7,10.3,12,0
4.9,11.33,7.9,12,0
3.06,6.0,8.5,10,0
4.48,12.3,6.5,12,0
2.9,8.07,3.0,10,1
4.32,8.35,0.0,8,0
2.2,13.8,4.6,11,0
1.5,9.2,7.0,9,0
4.33,18.75,6.25,9,0
3.2,8.17,5.0,9,1
3.64,9.68,5.67,16,0
3.93,11.43,3.0,14,0
4.21,11.18,25.8,12,0
4.71,9.75,16.0,10,0
3.5,10.0,60.0,9,0
3.75,14.93,0.0,9,0
3.5,12.75,0.0,9,0
4.0,14.88,0.0,10,0
3.58,9.5,8.8,9,0
4.5,10.12,5.5,10,0
4.25,15.47,8.0,7,0
6.67,12.37,6.5,9,0
9.6,32.17,6.18,12,0
7.0,17.1,16.95,7,0
4.25,18.64,7.83,11,0
6.25,10.17,15.0,9,0
4.67,12.7,10.4,11,0
7.07,24.92,12.6,13,0
5.7,8.8,10.0,11,0
6.33,8.12,8.5,9,0
6.64,10.0,4.8,7,0
2.38,6.4,27.0,10,0
7.5,11.0,7.5,8,0
5.12,7.55,0.0,8,0
5.83,8.44,18.7,9,0
0.0,10.34,0.0,7,0
2.0,10.12,0.0,7,0
