zao,zhong,wan,times,label
17.25,17.75,13.0,9,0
14.0,18.2,16.63,9,0
10.25,21.38,17.35,12,0
10.25,17.26,13.5,16,0
12.5,16.69,16.09,15,0
17.5,13.07,14.09,15,0
11.0,15.9,15.93,16,0
13.5,16.44,11.92,14,0
13.0,15.79,12.36,15,0
12.0,14.67,16.32,13,0
6.5,17.76,14.0,14,0
7.5,17.25,17.48,12,0
12.1,12.0,5.67,7,0
2.17,7.0,3.0,7,0
3.24,1.2,1.54,8,1
2.75,3.03,1.6,7,0
3.05,7.0,3.04,7,0
3.3,10.17,11.33,8,0
3.44,6.75,8.29,16,0
3.2,4.3,6.8,9,1
2.52,0.0,6.67,7,0
2.93,0.0,8.0,7,0
3.2,7.0,7.25,8,1
3.1,5.2,0.0,8,1
3.17,0.0,8.0,8,0
5.37,9.6,8.0,9,0
3.62,12.17,14.12,11,0
4.5,6.67,8.83,11,0
3.25,9.5,5.75,12,0
3.35,8.0,6.33,10,1
3.5,5.0,3.88,13,1
3.3,0.0,12.5,10,0
3.03,8.0,2.75,9,1
3.6,9.9,4.18,10,0
3.88,5.5,0.61,14,1
3.88,7.33,4.77,11,1
3.42,11.75,6.0,12,0
3.38,15.33,11.0,9,0
3.75,13.96,6.8,14,0
3.75,13.38,7.05,15,0
3.9,10.5,4.66,10,0
4.08,0.9,1.93,13,1
4.0,4.5,3.5,12,1
4.88,5.0,3.67,11,1
3.4,5.22,26.0,12,0
4.67,3.75,10.75,11,0
4.4,4.88,2.5,12,1
5.0,4.0,7.67,8,0
3.92,6.33,3.75,16,1
4.07,4.5,4.14,20,1
3.14,4.5,2.7,18,1
2.83,6.1,5.88,12,1
2.43,13.47,3.33,16,0
2.5,12.33,7.2,9,0
3.33,7.51,11.0,12,0
5.5,4.52,6.22,16,0
2.93,5.17,7.5,15,1
3.5,10.25,5.0,10,0
4.0,5.2,8.8,8,0
0.0,6.71,11.0,8,0
3.0,12.12,3.0,8,0
5.1,13.88,10.2,8,0
4.53,5.0,10.83,13,0
10.45,8.75,9.4,12,0
7.28,7.53,8.62,13,0
5.93,12.08,8.15,14,0
8.62,9.55,7.3,13,0
8.58,9.78,14.55,12,0
9.15,6.25,8.15,12,0
8.74,8.0,9.17,12,0
5.2,10.5,9.5,10,0
6.9,11.0,9.5,9,0
8.2,13.83,9.73,9,0
4.35,11.6,9.75,13,0
5.87,11.0,10.0,10,0
4.1,10.25,9.9,12,0
7.95,14.0,2.0,8,0
7.68,20.3,9.78,15,0
7.15,12.62,0.0,10,0
5.4,27.4,9.0,10,0
6.77,9.5,16.75,11,0
10.77,22.33,10.5,8,0
7.57,12.76,17.3,10,0
9.8,11.0,10.25,9,0
7.6,10.8,18.77,11,0
4.25,9.19,12.0,10,0
6.05,25.8,22.62,10,0
10.14,12.45,19.0,9,0
8.9,15.6,0.0,7,0
14.0,20.58,11.62,11,0
10.75,15.71,16.12,10,0
9.24,9.6,13.38,14,0
5.42,15.03,11.43,12,0
5.96,18.67,5.0,12,0
3.78,19.83,13.07,12,0
5.9,0.0,19.18,9,0
6.5,9.75,13.25,9,0
5.0,18.79,8.12,9,0
7.54,14.25,11.0,12,0
6.1,14.45,13.25,11,0
8.0,12.43,13.4,10,0
9.2,13.85,14.31,14,0
7.88,11.68,12.22,13,0
7.5,17.24,10.1,18,0
7.85,17.33,13.9,13,0
7.0,12.96,13.15,11,0
6.42,19.7,18.9,15,0
8.42,10.2,10.59,13,0
5.97,11.46,10.45,15,0
5.17,11.2,10.5,16,0
5.38,9.0,8.12,15,0
5.96,10.0,3.5,9,0
7.5,17.5,17.33,15,0
6.5,13.0,24.17,8,0
22.0,16.0,39.0,10,0
10.5,6.83,16.0,9,0
6.25,12.33,11.05,9,0
11.43,7.0,31.55,8,0
7.07,9.0,10.98,12,0
4.0,9.67,7.5,11,0
3.84,12.75,10.43,10,0
5.0,7.25,8.27,16,0
4.83,9.5,7.33,11,0
3.33,11.34,8.75,10,0
4.36,7.8,9.81,11,0
5.25,6.0,7.8,11,0
4.17,9.88,6.15,13,0
4.62,11.3,10.2,13,0
4.54,8.0,8.36,16,0
4.62,12.9,9.62,13,0
5.3,7.92,8.4,16,0
0.0,9.67,8.93,10,0
5.23,11.77,7.3,10,0
5.25,8.83,5.0,9,0
4.07,10.0,9.4,14,0
5.63,8.8,8.5,14,0
3.33,11.0,7.5,14,0
3.5,12.5,9.8,11,0
0.0,12.2,10.33,11,0
0.0,8.24,9.0,9,0
6.5,13.38,8.83,12,0
0.0,10.42,10.5,12,0
16.67,10.0,10.92,12,0
0.0,9.12,8.24,11,0
9.0,9.63,12.98,12,0
3.1,10.33,15.05,13,0
7.5,14.6,12.0,10,0
2.72,7.75,10.86,14,0
1.5,10.07,11.5,14,0
9.3,10.5,12.62,9,0
8.3,11.33,15.45,12,0
0.0,23.07,11.09,10,0
0.0,9.5,12.76,13,0
3.5,17.17,7.55,11,0
4.6,14.17,12.43,13,0
3.17,22.1,11.92,10,0
4.0,11.42,10.72,13,0
3.12,15.5,9.45,14,0
0.0,9.3,11.07,8,0
3.57,10.8,9.78,14,0
3.0,9.43,13.89,15,0
3.5,8.97,11.87,19,0
3.25,8.58,9.88,16,0
3.5,9.14,10.78,15,0
3.81,9.11,10.66,21,0
3.36,9.18,11.86,17,0
3.3,13.35,9.13,19,0
3.48,8.73,11.27,15,0
3.22,12.52,9.72,18,0
2.84,8.66,7.55,15,0
3.05,14.05,14.34,18,0
2.77,16.02,9.15,17,0
3.11,9.35,10.33,18,0
3.29,9.9,9.61,20,0
2.98,8.82,9.33,13,0
4.07,7.33,10.51,19,0
3.96,14.79,10.72,17,0
4.15,11.56,9.02,19,0
3.97,12.07,10.65,20,0
3.6,7.5,8.77,16,0
0.0,9.5,7.87,9,0
3.97,20.93,9.94,18,0
4.6,9.22,9.89,12,0
14.5,12.8,10.6,10,0
2.84,17.91,11.75,18,0
4.5,20.12,12.84,13,0
9.42,25.06,16.21,15,0
3.5,21.07,14.2,11,0
3.52,20.38,12.0,17,0
3.21,15.09,20.8,20,0
3.12,14.37,13.36,17,0
4.5,8.85,10.12,14,0
3.58,15.4,13.53,20,0
3.0,8.18,11.67,13,0
3.4,8.65,10.04,18,0
2.9,9.6,18.2,17,0
3.5,9.83,11.06,18,0
3.57,9.9,11.4,20,0
3.25,10.66,11.3,18,0
4.07,11.15,11.7,16,0
3.3,9.57,12.63,17,0
3.5,21.07,24.8,19,0
3.2,13.67,20.39,18,0
4.1,8.72,11.39,17,0
4.5,8.96,24.2,13,0
2.83,12.25,11.5,16,0
3.0,31.8,12.87,13,0
3.5,11.37,15.44,14,0
3.5,12.24,25.25,14,0
3.17,8.56,12.83,15,0
3.25,10.46,10.88,13,0
2.7,8.25,12.65,11,0
3.08,11.3,7.77,12,0
3.1,12.57,11.27,14,0
0.0,11.82,11.63,12,0
0.0,9.94,11.1,12,0
0.0,8.97,10.57,10,0
7.83,6.5,11.78,8,0
4.67,8.68,6.7,8,0
5.0,9.75,7.0,7,0
5.78,14.64,9.52,14,0
10.0,12.47,9.42,11,0
9.2,8.8,8.36,10,0
5.25,11.15,11.12,13,0
11.0,14.45,6.0,8,0
8.85,10.05,9.97,9,0
10.68,10.9,8.75,10,0
9.45,10.77,9.0,8,0
10.0,11.35,1.4,7,0
0.0,19.1,17.92,7,0
11.5,31.33,14.0,7,0
9.6,25.0,18.75,7,0
9.0,18.0,18.83,8,0
26.7,19.25,18.5,7,0
0.0,11.4,9.0,8,0
0.0,7.1,6.67,8,1
0.0,12.0,11.75,8,0
1.5,8.9,9.74,11,0
6.6,8.25,6.25,8,0
3.0,5.5,10.33,7,0
2.0,9.0,0.0,8,1
3.0,11.78,0.0,8,0
0.0,9.66,11.0,7,0
0.0,7.4,11.6,7,0
0.0,13.64,0.0,7,0
0.0,10.43,6.88,10,0
2.5,9.88,4.67,11,1
4.0,9.74,7.5,11,0
2.75,8.59,10.28,12,0
5.0,9.06,5.67,11,0
1.5,11.1,8.0,9,0
1.75,10.35,8.47,9,0
0.0,10.36,9.25,11,0
5.0,9.97,7.35,9,0
4.5,11.64,8.6,11,0
4.5,10.69,6.5,11,0
0.0,11.52,13.43,8,0
0.0,10.02,7.16,12,0
3.12,11.53,8.28,17,0
2.79,10.64,5.0,15,1
4.0,12.09,4.5,13,0
4.5,10.02,0.0,12,0
3.75,10.47,0.0,12,0
4.29,10.67,0.0,13,0
3.83,11.5,0.0,10,0
3.08,11.3,0.0,11,0
2.71,12.5,0.0,10,0
3.92,12.26,0.0,11,0
3.24,12.35,0.0,11,0
4.67,10.75,8.17,15,0
2.87,13.6,4.5,14,0
3.71,11.17,7.16,18,0
3.52,12.9,8.4,15,0
4.14,12.9,6.17,16,0
4.5,12.28,10.07,15,0
4.0,12.31,7.6,20,0
3.49,13.13,9.44,20,0
3.17,11.85,8.22,15,0
1.67,14.91,4.5,10,0
6.75,12.32,13.0,9,0
3.5,9.38,13.0,10,0
6.17,11.59,4.83,13,0
2.5,14.29,12.5,10,0
6.25,18.13,0.0,9,0
2.83,8.0,5.0,9,1
6.1,7.88,7.75,11,0
4.5,10.5,3.5,9,0
4.83,9.5,5.0,7,0
4.0,9.4,3.75,10,0
2.38,9.58,7.25,14,0
2.1,8.62,4.62,14,1
7.0,7.67,5.5,11,0
4.33,9.6,5.0,10,0
4.2,9.67,9.78,12,0
8.5,8.67,9.17,9,0
4.1,10.0,8.0,11,0
3.17,9.6,10.0,10,0
7.25,8.62,8.67,9,0
5.43,12.88,6.6,11,0
5.12,6.25,0.0,9,1
5.47,8.0,6.33,8,0
8.8,16.7,6.17,9,0
2.37,10.33,5.5,10,1
2.5,10.8,9.67,9,0
2.7,9.67,6.12,15,0
3.71,15.38,8.0,14,0
2.3,5.75,8.75,9,1
3.17,8.17,5.0,11,1
4.2,9.5,11.0,9,0
2.5,6.8,9.95,13,0
4.83,10.0,6.77,10,0
7.17,9.38,0.0,8,0
4.62,11.07,13.0,9,0
4.88,7.9,9.8,13,0
5.64,9.25,6.0,11,0
5.9,11.0,7.44,14,0
4.0,9.67,6.6,11,0
3.0,14.12,6.7,11,0
5.45,8.71,9.6,16,0
5.78,13.2,9.97,14,0
3.56,8.0,8.4,16,0
3.33,10.25,8.56,12,0
1.67,15.12,10.0,10,0
5.6,8.2,11.6,13,0
4.0,12.81,9.1,10,0
4.0,8.0,13.62,13,0
4.88,9.67,11.0,13,0
4.38,12.2,4.2,10,0
3.83,10.8,0.0,8,0
2.0,9.17,12.0,8,0
3.0,12.05,10.0,8,0
4.0,9.98,8.25,9,0
5.0,7.25,6.72,10,0
0.0,9.25,6.67,7,0
5.0,9.64,10.0,10,0
2.88,13.62,7.58,12,0
5.38,9.0,11.07,12,0
1.88,8.32,4.87,11,1
3.05,5.69,11.0,10,0
4.05,13.0,9.64,9,0
1.75,8.57,5.83,11,1
0.0,8.08,11.05,10,0
0.0,11.86,8.38,11,0
4.25,17.8,8.0,12,0
10.5,13.58,11.17,10,0
9.0,8.55,3.0,7,0
4.74,16.77,8.0,15,0
1.5,16.9,8.46,12,0
6.22,8.75,17.0,9,0
8.75,11.88,8.0,9,0
4.5,10.84,5.5,8,0
0.0,10.75,13.0,9,0
0.0,14.78,13.33,11,0
6.6,12.7,13.29,16,0
5.0,16.92,50.0,8,0
11.5,19.8,0.0,7,0
0.0,20.13,0.0,7,0
3.88,8.75,6.5,13,1
3.05,5.75,5.25,10,1
3.83,8.46,9.25,10,0
3.1,8.0,8.02,9,0
3.1,6.83,6.0,9,1
0.0,5.58,7.9,11,1
3.75,15.52,8.0,14,0
3.1,9.0,8.5,8,0
3.1,8.6,6.33,9,1
3.5,7.58,6.5,12,1
3.33,11.12,9.76,11,0
3.67,12.5,7.38,10,0
3.0,9.6,8.67,10,0
3.02,10.0,9.9,15,0
7.17,9.33,12.0,10,0
3.22,11.3,8.5,18,0
6.7,11.25,9.71,18,0
3.36,12.26,11.07,21,0
6.77,12.0,12.9,13,0
4.87,10.47,12.14,19,0
3.6,10.79,9.83,21,0
3.12,9.12,12.13,17,0
3.8,8.67,8.52,15,0
3.43,12.0,9.13,16,0
3.95,7.16,0.0,9,1
5.5,4.67,3.08,8,0
5.47,5.92,2.0,10,0
3.67,3.08,0.0,7,0
1.5,5.47,4.25,7,0
5.5,8.6,4.83,9,0
4.0,3.25,5.5,7,0
4.5,11.24,6.5,11,0
2.38,8.25,8.1,11,0
5.0,10.46,8.09,11,0
3.63,7.77,7.02,17,1
3.25,10.35,10.25,11,0
5.53,6.5,6.25,10,0
6.2,13.38,13.0,8,0
4.45,9.0,11.5,10,0
4.75,8.13,9.75,8,0
4.3,7.43,7.22,13,0
4.5,9.0,7.08,14,0
6.5,10.17,6.31,13,0
5.5,9.32,6.88,12,0
4.5,6.75,7.33,10,0
2.5,8.6,7.55,11,0
5.5,8.66,9.54,12,0
8.02,8.27,7.75,13,0
7.77,8.33,6.07,20,0
6.65,7.4,7.2,18,0
4.06,8.13,6.77,15,0
3.51,6.75,5.83,18,1
4.26,9.64,3.53,15,0
5.67,11.35,6.02,17,0
6.23,9.51,12.34,14,0
6.0,9.78,9.37,12,0
6.0,8.0,6.05,9,0
5.53,10.39,12.66,18,0
6.75,11.47,8.23,15,0
3.96,5.0,3.33,13,1
2.88,5.8,4.17,12,1
2.5,7.26,7.28,13,1
2.52,8.42,9.82,15,0
2.84,8.35,8.78,17,0
4.18,10.13,8.37,18,0
6.27,9.54,10.1,18,0
3.7,11.25,6.5,17,0
2.96,8.61,4.8,21,1
2.27,7.88,6.78,20,1
3.14,7.74,6.84,21,1
3.76,7.94,5.18,21,1
2.74,6.03,9.21,17,1
5.14,12.38,6.52,17,0
3.9,10.38,10.47,18,0
5.99,7.66,10.42,18,0
8.1,10.5,10.83,10,0
6.5,7.0,8.75,8,0
13.5,10.25,8.25,7,0
8.5,13.36,6.0,9,0
3.0,14.87,8.8,8,0
5.25,11.17,10.75,9,0
7.62,12.0,10.33,10,0
9.87,12.0,10.01,9,0
12.2,16.5,17.1,7,0
7.0,17.76,13.5,8,0
8.8,12.4,20.66,13,0
7.83,11.29,22.92,15,0
8.12,8.2,17.38,16,0
9.35,15.22,16.8,18,0
5.8,20.11,11.6,17,0
6.09,11.97,12.4,18,0
5.3,11.67,12.19,12,0
4.71,0.0,5.0,8,1
3.94,11.0,9.0,12,0
5.9,11.25,10.07,13,0
7.0,11.84,12.0,14,0
9.36,11.5,12.5,13,0
8.62,11.82,9.25,11,0
7.92,12.95,12.75,12,0
6.96,14.17,13.0,14,0
11.12,13.88,11.0,13,0
11.19,13.55,19.37,16,0
13.03,15.73,12.5,16,0
8.21,9.25,11.25,15,0
5.81,10.0,17.17,13,0
8.21,1.33,12.88,15,0
8.17,12.25,12.0,15,0
8.67,9.5,14.6,19,0
9.91,9.1,23.72,18,0
5.25,22.5,13.0,11,0
7.0,22.57,13.9,14,0
6.17,24.0,28.86,9,0
6.5,17.66,12.8,14,0
4.93,8.0,0.0,7,0
6.4,6.8,3.0,11,0
8.3,10.0,11.83,11,0
2.5,6.14,4.5,9,1
3.42,6.5,5.37,10,1
7.77,9.33,11.0,11,0
6.6,8.33,5.2,7,0
8.43,6.0,4.83,9,0
4.49,3.5,2.0,10,1
4.08,6.9,0.0,10,0
7.47,2.0,0.0,8,0
6.02,5.62,5.75,12,0
5.36,8.25,0.0,7,0
3.98,7.06,6.25,11,1
6.7,5.38,3.65,11,0
6.75,9.46,7.0,8,0
6.37,25.5,0.0,8,0
6.27,17.33,6.15,11,0
4.42,13.6,0.0,9,0
6.0,13.37,7.75,11,0
3.57,15.83,6.75,13,0
11.5,12.9,8.88,13,0
9.88,15.12,14.0,10,0
0.0,12.08,9.38,10,0
5.25,10.67,15.26,12,0
7.8,16.0,4.98,14,0
6.2,15.52,7.5,14,0
11.3,9.3,5.5,14,0
4.2,10.62,10.47,13,0
5.75,13.27,8.2,15,0
11.0,12.5,6.88,11,0
9.75,13.75,12.12,10,0
8.3,14.36,9.0,13,0
7.0,19.02,9.25,13,0
8.12,8.62,12.52,13,0
9.83,12.12,10.47,12,0
0.0,18.77,14.38,10,0
8.67,18.23,13.0,9,0
2.0,22.42,12.67,9,0
6.8,22.2,9.75,11,0
9.0,16.75,8.5,8,0
6.61,10.0,0.0,9,0
11.5,9.5,12.0,11,0
6.28,12.25,6.75,12,0
15.08,2.0,14.82,10,0
8.73,11.88,10.5,8,0
6.43,17.92,7.0,9,0
6.5,10.76,15.25,11,0
8.33,15.4,9.0,8,0
10.5,17.32,0.0,9,0
15.34,11.5,13.5,10,0
8.5,23.25,16.0,8,0
8.92,12.33,14.5,11,0
8.75,17.0,17.0,9,0
8.9,15.12,18.0,12,0
7.5,18.88,16.17,9,0
9.25,17.0,12.83,9,0
16.33,13.75,14.07,9,0
16.55,22.9,15.33,9,0
20.95,12.25,16.8,10,0
12.0,14.07,12.95,10,0
11.0,20.34,12.23,13,0
9.1,19.65,13.25,11,0
19.25,17.58,18.15,11,0
3.0,26.26,26.0,10,0
5.68,9.13,6.75,10,0
5.22,6.5,2.0,9,1
3.8,9.38,3.3,10,0
5.85,4.42,2.4,9,0
3.4,8.17,4.88,14,1
5.54,6.12,3.36,14,0
3.1,6.4,3.64,15,1
2.7,6.75,7.76,14,0
4.42,9.76,5.33,16,0
4.4,10.67,6.25,13,0
4.03,13.6,7.76,15,0
5.67,9.17,5.25,13,0
5.0,6.4,2.5,15,1
4.8,7.25,7.25,11,0
5.02,7.2,4.67,14,0
4.33,8.42,4.42,15,0
4.06,8.3,4.0,12,0
3.54,5.11,6.5,16,1
2.87,7.75,2.05,12,1
4.45,7.3,4.82,14,0
7.25,11.09,7.8,12,0
3.03,8.14,6.88,14,1
4.5,7.96,10.0,13,0
6.23,11.28,7.75,10,0
6.0,8.5,4.5,7,0
5.5,13.12,4.5,8,0
4.0,11.04,7.91,10,0
3.5,7.38,15.9,9,0
0.0,8.88,3.5,7,0
3.1,6.42,8.5,8,0
0.0,9.62,8.6,7,0
10.0,11.83,0.0,7,0
10.0,8.4,0.0,7,0
4.8,11.0,2.0,8,0
5.5,12.5,4.5,7,0
7.5,12.66,4.0,8,0
8.25,13.2,15.4,8,0
4.5,17.17,8.5,11,0
2.83,13.56,0.0,10,0
3.5,9.08,0.0,9,0
2.0,16.26,2.5,9,0
3.75,22.26,18.75,11,0
2.0,43.0,6.19,8,0
4.83,10.13,9.13,9,0
7.1,12.5,4.0,9,0
8.2,7.88,11.75,11,0
6.61,10.9,10.5,12,0
3.17,7.4,7.76,12,0
6.0,10.5,10.75,8,0
5.45,15.5,8.68,12,0
8.57,7.33,7.89,10,0
7.18,8.5,4.12,13,0
4.17,7.0,10.76,8,0
5.67,8.6,8.75,9,0
2.55,11.33,9.55,7,0
6.5,9.0,8.2,7,0
7.83,0.0,12.67,9,0
10.17,3.0,10.93,10,0
12.86,12.0,10.12,11,0
13.32,10.0,8.07,9,0
6.7,10.23,9.38,12,0
5.5,15.5,13.44,9,0
0.0,17.0,13.02,7,0
4.05,13.5,14.07,10,0
5.0,21.4,12.37,10,0
0.0,12.62,7.38,10,0
8.5,10.4,8.69,10,0
18.25,13.88,5.67,10,0
17.65,20.75,13.09,9,0
2.75,14.0,12.66,12,0
5.0,16.67,13.0,8,0
0.0,19.0,18.5,7,0
12.0,17.2,11.5,8,0
13.67,15.5,13.5,8,0
20.25,16.06,12.47,10,0
4.0,14.76,10.5,15,0
5.05,16.0,11.75,9,0
2.93,15.84,8.04,9,0
3.0,9.41,7.0,12,0
3.98,6.98,13.44,12,0
2.96,10.63,6.29,14,0
2.8,13.83,15.61,12,0
7.62,9.38,13.5,12,0
3.0,9.42,12.62,13,0
3.0,10.38,4.29,8,0
7.1,20.2,0.0,8,0
11.2,23.75,25.8,8,0
7.25,12.12,8.5,7,0
22.5,26.12,0.0,7,0
12.82,16.67,0.0,7,0
6.88,20.6,0.0,7,0
5.55,11.5,0.0,7,0
5.98,7.83,9.72,13,0
7.05,7.83,8.25,15,0
6.92,8.5,7.77,11,0
3.93,6.46,0.0,8,1
7.1,3.25,4.38,10,0
8.73,5.58,11.97,14,0
6.92,7.08,7.8,15,0
6.17,7.2,6.25,14,0
3.47,8.5,6.5,14,1
4.03,7.58,7.05,16,1
4.75,7.0,7.62,12,0
2.75,8.25,12.88,10,0
3.53,5.5,7.5,9,1
3.47,9.33,12.4,11,0
5.1,7.38,5.75,13,0
5.2,8.0,6.42,19,0
5.32,8.17,7.0,13,0
8.06,9.08,6.25,13,0
5.33,7.75,16.17,10,0
5.6,10.83,9.5,11,0
5.43,7.38,10.42,16,0
6.42,10.8,8.5,10,0
6.25,10.67,8.25,12,0
3.6,15.53,15.0,8,0
5.17,12.25,10.67,8,0
5.0,9.71,10.0,11,0
6.38,11.7,9.0,11,0
5.5,10.25,9.75,9,0
5.67,9.5,10.17,8,0
2.17,9.25,12.17,10,0
5.64,8.82,8.83,12,0
5.73,8.93,10.38,10,0
5.0,11.67,9.62,9,0
16.5,10.9,9.5,7,0
3.4,10.5,10.0,10,0
3.67,7.25,8.53,9,0
4.75,9.0,10.15,8,0
5.8,12.0,13.0,13,0
5.5,9.14,7.38,14,0
6.12,9.67,10.45,11,0
11.5,10.25,9.67,7,0
5.0,9.16,12.5,8,0
5.65,10.62,9.94,11,0
4.25,10.35,9.14,17,0
5.95,11.88,8.4,15,0
5.64,10.25,8.33,17,0
9.2,10.4,8.88,11,0
7.25,13.69,11.88,15,0
6.88,8.75,13.63,12,0
4.67,8.92,8.5,19,0
4.14,8.93,9.29,21,0
4.07,9.67,10.5,14,0
5.5,12.25,3.25,7,0
3.27,7.0,8.0,7,0
8.17,8.3,0.0,8,0
9.64,8.25,0.0,9,0
6.5,10.0,0.0,7,0
15.5,8.5,2.39,7,0
0.0,12.7,7.27,7,0
2.25,13.72,0.0,8,0
4.4,16.83,11.0,8,0
4.52,17.33,0.0,8,0
6.0,16.98,8.17,9,0
7.75,19.25,10.3,13,0
18.43,11.17,0.0,9,0
12.88,17.2,0.0,8,0
9.3,22.43,17.0,9,0
22.0,18.2,9.75,9,0
7.17,15.9,9.57,13,0
6.33,16.7,10.5,12,0
6.25,13.3,18.0,11,0
16.25,18.18,15.33,10,0
15.65,10.57,7.5,12,0
15.97,12.57,11.9,9,0
8.85,8.75,10.56,13,0
6.67,7.59,0.0,8,0
0.0,7.7,4.5,7,0
2.3,10.15,4.12,10,1
3.45,7.0,5.0,10,1
9.75,9.0,10.08,9,0
5.0,10.3,15.75,8,0
0.0,13.2,9.0,7,0
0.0,18.7,8.17,8,0
10.25,19.0,15.27,10,0
4.83,13.4,8.2,13,0
44.0,10.37,9.7,8,0
6.0,11.87,10.03,8,0
3.8,10.5,11.17,11,0
3.75,10.12,13.0,10,0
0.0,10.67,10.12,7,0
6.75,13.67,10.62,9,0
9.5,11.5,16.02,11,0
0.0,12.64,11.95,10,0
5.5,8.99,8.9,14,0
6.0,12.5,11.69,8,0
11.0,8.7,14.38,10,0
11.17,11.23,9.88,12,0
3.0,18.36,10.38,10,0
1.0,11.5,8.82,10,0
0.0,11.12,8.2,8,0
4.0,7.38,9.0,12,0
3.5,10.08,8.41,13,0
4.12,10.75,9.83,16,0
3.5,10.3,10.97,15,0
5.27,16.3,20.19,14,0
3.0,12.7,10.0,12,0
3.67,15.67,10.66,15,0
6.0,14.33,9.77,10,0
5.5,11.33,10.5,14,0
5.5,11.97,12.06,12,0
3.0,11.17,13.66,14,0
7.33,7.5,15.96,12,0
3.88,11.8,10.88,15,0
7.17,13.32,12.3,13,0
4.83,13.28,9.5,13,0
2.83,11.1,10.7,16,0
3.3,11.5,9.68,16,0
4.3,11.4,10.14,17,0
8.1,10.84,14.13,16,0
7.0,22.12,12.54,17,0
4.0,23.4,12.92,12,0
1.0,12.54,11.17,12,0
4.5,15.2,8.58,14,0
8.0,15.0,8.33,11,0
11.0,14.57,10.25,10,0
0.0,17.32,18.37,11,0
0.0,8.76,7.16,9,1
9.5,8.38,10.25,7,0
0.0,8.2,11.5,9,0
10.0,10.62,6.5,8,0
1.5,8.3,11.25,10,0
0.0,11.0,12.29,9,0
5.0,12.1,16.24,11,0
4.0,19.26,11.58,10,0
12.0,11.92,7.4,12,0
12.7,9.29,10.5,10,0
10.17,9.12,10.3,8,0
5.2,12.4,7.3,7,0
0.0,7.86,7.9,9,0
0.0,21.62,15.52,8,0
7.0,13.6,14.2,12,0
0.0,19.0,14.62,10,0
0.0,11.88,11.84,13,0
5.96,10.0,12.2,17,0
0.0,11.61,14.42,14,0
7.0,12.25,14.43,11,0
4.5,15.51,13.25,11,0
0.0,13.86,0.0,7,0
0.0,14.0,10.3,12,0
4.5,13.0,16.12,13,0
4.5,18.0,12.28,9,0
5.62,24.52,10.06,13,0
4.0,15.93,9.8,13,0
4.67,15.27,10.88,9,0
0.0,10.88,12.66,11,0
3.9,16.52,12.0,11,0
2.9,12.1,9.78,17,0
3.75,11.68,9.45,14,0
5.07,10.85,13.5,13,0
5.34,16.3,7.79,16,0
5.77,22.5,12.4,13,0
5.0,15.57,12.42,14,0
4.6,14.78,12.7,13,0
4.35,13.5,9.5,14,0
6.6,19.82,9.64,13,0
4.5,16.88,10.43,12,0
4.5,12.47,12.85,15,0
3.6,12.27,12.25,15,0
4.1,12.82,10.12,14,0
3.0,12.8,9.97,16,0
3.9,13.33,12.1,18,0
4.2,16.75,11.07,13,0
3.86,10.97,10.0,20,0
4.0,8.71,11.2,19,0
3.5,10.25,6.98,12,0
4.0,11.18,9.8,13,0
2.62,11.3,11.72,14,0
3.12,12.0,12.91,17,0
5.0,18.2,13.67,19,0
4.87,16.43,14.4,18,0
5.5,24.81,13.72,15,0
5.0,19.79,14.6,13,0
4.67,16.3,12.52,17,0
4.17,14.27,14.5,14,0
0.0,23.87,14.61,13,0
0.0,12.5,13.6,8,0
0.0,19.69,11.68,11,0
0.0,15.2,12.17,8,0
0.0,12.32,15.4,11,0
4.83,13.21,14.62,14,0
0.0,13.33,15.3,9,0
0.0,9.6,15.25,11,0
0.0,12.7,11.2,10,0
5.3,10.17,15.1,13,0
7.12,20.64,13.93,17,0
4.17,10.88,13.67,15,0
0.0,21.02,17.37,12,0
5.0,25.45,18.56,10,0
0.0,13.6,18.62,12,0
0.0,11.68,60.14,11,0
0.0,19.05,23.99,11,0
3.0,17.67,19.73,12,0
4.22,13.62,5.5,14,0
4.05,13.77,5.33,8,0
3.0,9.13,7.88,7,0
0.0,9.8,8.97,12,0
0.0,9.44,6.9,10,0
6.5,11.02,7.5,13,0
0.0,10.87,9.83,14,0
0.0,10.64,8.83,13,0
3.6,9.26,8.92,14,0
3.47,9.19,8.5,20,0
4.89,8.74,9.27,20,0
7.5,11.6,10.3,14,0
6.5,9.8,10.5,14,0
6.5,15.28,7.63,13,0
0.0,10.98,9.5,13,0
0.0,10.57,28.79,14,0
0.0,12.56,11.62,12,0
0.0,11.45,9.8,9,0
7.78,12.62,8.8,13,0
7.25,11.01,9.87,16,0
6.5,11.91,10.71,16,0
10.0,17.67,9.5,15,0
4.5,12.11,10.15,15,0
9.0,8.42,11.43,13,0
5.0,9.62,10.0,14,0
0.0,13.36,9.7,10,0
8.0,9.21,9.21,15,0
0.0,10.13,7.5,13,0
5.25,10.0,9.07,13,0
3.0,11.3,12.71,14,0
5.0,9.57,11.57,15,0
0.0,11.56,7.36,12,0
4.33,8.35,11.19,16,0
0.0,8.0,12.58,7,0
6.0,11.71,8.36,16,0
5.0,11.47,10.43,15,0
4.0,11.71,7.5,15,0
7.5,11.4,11.71,14,0
0.0,13.08,11.0,10,0
6.5,16.95,13.42,13,0
9.17,34.92,12.63,16,0
7.5,22.79,20.14,21,0
7.0,15.0,19.5,16,0
4.5,16.37,24.5,15,0
4.5,26.55,19.86,14,0
